Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily,MonthStart,Period,Is_Weekday,3_month_mean
2018,1,Jan,Monday,Normal Weekday,Metrobus,308450,2018-01-01,Pre-2020,True,308450.0
2018,1,Jan,Tuesday,Normal Weekday,Metrobus,359800,2018-01-01,Pre-2020,True,334125.0
2018,1,Jan,Wednesday,Normal Weekday,Metrobus,400250,2018-01-01,Pre-2020,True,356166.6666666667
2018,2,Feb,Friday,Normal Weekday,Metrobus,449650,2018-02-01,Pre-2020,True,403233.3333333333
2018,2,Feb,Monday,Normal Weekday,Metrobus,462750,2018-02-01,Pre-2020,True,437550.0
2018,2,Feb,Thursday,Normal Weekday,Metrobus,460750,2018-02-01,Pre-2020,True,457716.6666666667
2018,2,Feb,Tuesday,Normal Weekday,Metrobus,475950,2018-02-01,Pre-2020,True,466483.3333333333
2018,2,Feb,Wednesday,Normal Weekday,Metrobus,468400,2018-02-01,Pre-2020,True,468366.6666666667
2018,3,Mar,Friday,Normal Weekday,Metrobus,484100,2018-03-01,Pre-2020,True,476150.0
2018,3,Mar,Monday,Normal Weekday,Metrobus,478600,2018-03-01,Pre-2020,True,477033.3333333333
2018,3,Mar,Thursday,Normal Weekday,Metrobus,494500,2018-03-01,Pre-2020,True,485733.3333333333
2018,3,Mar,Tuesday,Normal Weekday,Metrobus,493050,2018-03-01,Pre-2020,True,488716.6666666667
2018,3,Mar,Wednesday,Normal Weekday,Metrobus,496900,2018-03-01,Pre-2020,True,494816.6666666667
2018,4,Apr,Friday,Normal Weekday,Metrobus,465700,2018-04-01,Pre-2020,True,485216.6666666667
2018,4,Apr,Monday,Normal Weekday,Metrobus,454600,2018-04-01,Pre-2020,True,472400.0
2018,4,Apr,Thursday,Normal Weekday,Metrobus,479050,2018-04-01,Pre-2020,True,466450.0
2018,4,Apr,Tuesday,Normal Weekday,Metrobus,473250,2018-04-01,Pre-2020,True,468966.6666666667
2018,4,Apr,Wednesday,Normal Weekday,Metrobus,480350,2018-04-01,Pre-2020,True,477550.0
2018,5,May,Friday,Normal Weekday,Metrobus,408450,2018-05-01,Pre-2020,True,454016.6666666667
2018,5,May,Monday,Normal Weekday,Metrobus,423800,2018-05-01,Pre-2020,True,437533.3333333333
2018,5,May,Thursday,Normal Weekday,Metrobus,437800,2018-05-01,Pre-2020,True,423350.0
2018,5,May,Tuesday,Normal Weekday,Metrobus,438950,2018-05-01,Pre-2020,True,433516.6666666667
2018,5,May,Wednesday,Normal Weekday,Metrobus,442900,2018-05-01,Pre-2020,True,439883.3333333333
2018,6,Jun,Friday,Normal Weekday,Metrobus,386150,2018-06-01,Pre-2020,True,422666.6666666667
2018,6,Jun,Monday,Normal Weekday,Metrobus,393000,2018-06-01,Pre-2020,True,407350.0
2018,6,Jun,Thursday,Normal Weekday,Metrobus,410350,2018-06-01,Pre-2020,True,396500.0
2018,6,Jun,Tuesday,Normal Weekday,Metrobus,405600,2018-06-01,Pre-2020,True,402983.3333333333
2018,6,Jun,Wednesday,Normal Weekday,Metrobus,409200,2018-06-01,Pre-2020,True,408383.3333333333
2018,7,Jul,Friday,Normal Weekday,Metrobus,420400,2018-07-01,Pre-2020,True,411733.3333333333
2018,7,Jul,Monday,Normal Weekday,Metrobus,405050,2018-07-01,Pre-2020,True,411550.0
2018,7,Jul,Thursday,Normal Weekday,Metrobus,436250,2018-07-01,Pre-2020,True,420566.6666666667
2018,7,Jul,Tuesday,Normal Weekday,Metrobus,419250,2018-07-01,Pre-2020,True,420183.3333333333
2018,7,Jul,Wednesday,Normal Weekday,Metrobus,437450,2018-07-01,Pre-2020,True,430983.3333333333
2018,8,Aug,Friday,Normal Weekday,Metrobus,443850,2018-08-01,Pre-2020,True,433516.6666666667
2018,8,Aug,Monday,Normal Weekday,Metrobus,445500,2018-08-01,Pre-2020,True,442266.6666666667
2018,8,Aug,Thursday,Normal Weekday,Metrobus,460350,2018-08-01,Pre-2020,True,449900.0
2018,8,Aug,Tuesday,Normal Weekday,Metrobus,463400,2018-08-01,Pre-2020,True,456416.6666666667
2018,8,Aug,Wednesday,Normal Weekday,Metrobus,465950,2018-08-01,Pre-2020,True,463233.3333333333
2018,9,Sep,Friday,Normal Weekday,Metrobus,445650,2018-09-01,Pre-2020,True,458333.3333333333
2018,9,Sep,Monday,Normal Weekday,Metrobus,439500,2018-09-01,Pre-2020,True,450366.6666666667
2018,9,Sep,Thursday,Normal Weekday,Metrobus,457400,2018-09-01,Pre-2020,True,447516.6666666667
2018,9,Sep,Tuesday,Normal Weekday,Metrobus,454400,2018-09-01,Pre-2020,True,450433.3333333333
2018,9,Sep,Wednesday,Normal Weekday,Metrobus,457200,2018-09-01,Pre-2020,True,456333.3333333333
2018,10,Oct,Friday,Normal Weekday,Metrobus,448800,2018-10-01,Pre-2020,True,453466.6666666667
2018,10,Oct,Monday,Normal Weekday,Metrobus,434900,2018-10-01,Pre-2020,True,446966.6666666667
2018,10,Oct,Thursday,Normal Weekday,Metrobus,457550,2018-10-01,Pre-2020,True,447083.3333333333
2018,10,Oct,Tuesday,Normal Weekday,Metrobus,438250,2018-10-01,Pre-2020,True,443566.6666666667
2018,10,Oct,Wednesday,Normal Weekday,Metrobus,450400,2018-10-01,Pre-2020,True,448733.3333333333
2018,11,Nov,Friday,Normal Weekday,Metrobus,417050,2018-11-01,Pre-2020,True,435233.3333333333
2018,11,Nov,Monday,Normal Weekday,Metrobus,398800,2018-11-01,Pre-2020,True,422083.3333333333
2018,11,Nov,Thursday,Normal Weekday,Metrobus,440050,2018-11-01,Pre-2020,True,418633.3333333333
2018,11,Nov,Tuesday,Normal Weekday,Metrobus,425650,2018-11-01,Pre-2020,True,421500.0
2018,11,Nov,Wednesday,Normal Weekday,Metrobus,432450,2018-11-01,Pre-2020,True,432716.6666666667
2018,12,Dec,Friday,Normal Weekday,Metrobus,338300,2018-12-01,Pre-2020,True,398800.0
2018,12,Dec,Monday,Normal Weekday,Metrobus,373400,2018-12-01,Pre-2020,True,381383.3333333333
2018,12,Dec,Thursday,Normal Weekday,Metrobus,353550,2018-12-01,Pre-2020,True,355083.3333333333
2018,12,Dec,Tuesday,Normal Weekday,Metrobus,382300,2018-12-01,Pre-2020,True,369750.0
2018,12,Dec,Wednesday,Normal Weekday,Metrobus,376650,2018-12-01,Pre-2020,True,370833.3333333333
2019,1,Jan,Thursday,Normal Weekday,Metrobus,422050,2019-01-01,Pre-2020,True,393666.6666666667
2019,1,Jan,Wednesday,Normal Weekday,Metrobus,361500,2019-01-01,Pre-2020,True,386733.3333333333
2019,2,Feb,Friday,Normal Weekday,Metrobus,432850,2019-02-01,Pre-2020,True,405466.6666666667
2019,2,Feb,Monday,Normal Weekday,Metrobus,436150,2019-02-01,Pre-2020,True,410166.6666666667
2019,2,Feb,Thursday,Normal Weekday,Metrobus,451100,2019-02-01,Pre-2020,True,440033.3333333333
2019,2,Feb,Tuesday,Normal Weekday,Metrobus,443550,2019-02-01,Pre-2020,True,443600.0
2019,2,Feb,Wednesday,Normal Weekday,Metrobus,451000,2019-02-01,Pre-2020,True,448550.0
2019,3,Mar,Friday,Normal Weekday,Metrobus,473250,2019-03-01,Pre-2020,True,455933.3333333333
2019,3,Mar,Monday,Normal Weekday,Metrobus,485150,2019-03-01,Pre-2020,True,469800.0
2019,3,Mar,Thursday,Normal Weekday,Metrobus,503750,2019-03-01,Pre-2020,True,487383.3333333333
2019,3,Mar,Tuesday,Normal Weekday,Metrobus,496500,2019-03-01,Pre-2020,True,495133.3333333333
2019,3,Mar,Wednesday,Normal Weekday,Metrobus,498900,2019-03-01,Pre-2020,True,499716.6666666667
2019,4,Apr,Friday,Normal Weekday,Metrobus,408950,2019-04-01,Pre-2020,True,468116.6666666667
2019,4,Apr,Monday,Normal Weekday,Metrobus,461100,2019-04-01,Pre-2020,True,456316.6666666667
2019,4,Apr,Thursday,Normal Weekday,Metrobus,485500,2019-04-01,Pre-2020,True,451850.0
2019,4,Apr,Tuesday,Normal Weekday,Metrobus,448100,2019-04-01,Pre-2020,True,464900.0
2019,4,Apr,Wednesday,Normal Weekday,Metrobus,446050,2019-04-01,Pre-2020,True,459883.3333333333
2019,5,May,Friday,Normal Weekday,Metrobus,451600,2019-05-01,Pre-2020,True,448583.3333333333
2019,5,May,Monday,Normal Weekday,Metrobus,456500,2019-05-01,Pre-2020,True,451383.3333333333
2019,5,May,Thursday,Normal Weekday,Metrobus,476350,2019-05-01,Pre-2020,True,461483.3333333333
2019,5,May,Tuesday,Normal Weekday,Metrobus,477400,2019-05-01,Pre-2020,True,470083.3333333333
2019,5,May,Wednesday,Normal Weekday,Metrobus,472800,2019-05-01,Pre-2020,True,475516.6666666667
2019,6,Jun,Friday,Normal Weekday,Metrobus,408550,2019-06-01,Pre-2020,True,452916.6666666667
2019,6,Jun,Monday,Normal Weekday,Metrobus,400650,2019-06-01,Pre-2020,True,427333.3333333333
2019,6,Jun,Thursday,Normal Weekday,Metrobus,425250,2019-06-01,Pre-2020,True,411483.3333333333
2019,6,Jun,Tuesday,Normal Weekday,Metrobus,422150,2019-06-01,Pre-2020,True,416016.6666666667
2019,6,Jun,Wednesday,Normal Weekday,Metrobus,414050,2019-06-01,Pre-2020,True,420483.3333333333
2019,7,Jul,Friday,Normal Weekday,Metrobus,438450,2019-07-01,Pre-2020,True,424883.3333333333
2019,7,Jul,Monday,Normal Weekday,Metrobus,438800,2019-07-01,Pre-2020,True,430433.3333333333
2019,7,Jul,Thursday,Normal Weekday,Metrobus,455700,2019-07-01,Pre-2020,True,444316.6666666667
2019,7,Jul,Tuesday,Normal Weekday,Metrobus,449950,2019-07-01,Pre-2020,True,448150.0
2019,7,Jul,Wednesday,Normal Weekday,Metrobus,458500,2019-07-01,Pre-2020,True,454716.6666666667
2019,8,Aug,Friday,Normal Weekday,Metrobus,435850,2019-08-01,Pre-2020,True,448100.0
2019,8,Aug,Monday,Normal Weekday,Metrobus,447450,2019-08-01,Pre-2020,True,447266.6666666667
2019,8,Aug,Thursday,Normal Weekday,Metrobus,464850,2019-08-01,Pre-2020,True,449383.3333333333
2019,8,Aug,Tuesday,Normal Weekday,Metrobus,460550,2019-08-01,Pre-2020,True,457616.6666666667
2019,8,Aug,Wednesday,Normal Weekday,Metrobus,458650,2019-08-01,Pre-2020,True,461350.0
2019,9,Sep,Friday,Normal Weekday,Metrobus,440450,2019-09-01,Pre-2020,True,453216.6666666667
2019,9,Sep,Monday,Normal Weekday,Metrobus,433100,2019-09-01,Pre-2020,True,444066.6666666667
2019,9,Sep,Thursday,Normal Weekday,Metrobus,458050,2019-09-01,Pre-2020,True,443866.6666666667
2019,9,Sep,Tuesday,Normal Weekday,Metrobus,456200,2019-09-01,Pre-2020,True,449116.6666666667
2019,9,Sep,Wednesday,Normal Weekday,Metrobus,460050,2019-09-01,Pre-2020,True,458100.0
2019,10,Oct,Friday,Normal Weekday,Metrobus,441050,2019-10-01,Pre-2020,True,452433.3333333333
2019,10,Oct,Monday,Normal Weekday,Metrobus,435250,2019-10-01,Pre-2020,True,445450.0
2019,10,Oct,Thursday,Normal Weekday,Metrobus,443250,2019-10-01,Pre-2020,True,439850.0
2019,10,Oct,Tuesday,Normal Weekday,Metrobus,446700,2019-10-01,Pre-2020,True,441733.3333333333
2019,10,Oct,Wednesday,Normal Weekday,Metrobus,449350,2019-10-01,Pre-2020,True,446433.3333333333
2019,11,Nov,Friday,Normal Weekday,Metrobus,435700,2019-11-01,Pre-2020,True,443916.6666666667
2019,11,Nov,Monday,Normal Weekday,Metrobus,405800,2019-11-01,Pre-2020,True,430283.3333333333
2019,11,Nov,Thursday,Normal Weekday,Metrobus,437250,2019-11-01,Pre-2020,True,426250.0
2019,11,Nov,Tuesday,Normal Weekday,Metrobus,437950,2019-11-01,Pre-2020,True,427000.0
2019,11,Nov,Wednesday,Normal Weekday,Metrobus,449650,2019-11-01,Pre-2020,True,441616.6666666667
2019,12,Dec,Friday,Normal Weekday,Metrobus,374250,2019-12-01,Pre-2020,True,420616.6666666667
2019,12,Dec,Monday,Normal Weekday,Metrobus,391800,2019-12-01,Pre-2020,True,405233.3333333333
2019,12,Dec,Thursday,Normal Weekday,Metrobus,423850,2019-12-01,Pre-2020,True,396633.3333333333
2019,12,Dec,Tuesday,Normal Weekday,Metrobus,416550,2019-12-01,Pre-2020,True,410733.3333333333
2019,12,Dec,Wednesday,Normal Weekday,Metrobus,403200,2019-12-01,Pre-2020,True,414533.3333333333
2020,1,Jan,Friday,Normal Weekday,Metrobus,351950,2020-01-01,2020-2021,True,390566.6666666667
2020,1,Jan,Thursday,Normal Weekday,Metrobus,392100,2020-01-01,2020-2021,True,382416.6666666667
2020,1,Jan,Wednesday,Normal Weekday,Metrobus,381650,2020-01-01,2020-2021,True,375233.3333333333
2020,2,Feb,Friday,Normal Weekday,Metrobus,430250,2020-02-01,2020-2021,True,401333.3333333333
2020,2,Feb,Monday,Normal Weekday,Metrobus,437150,2020-02-01,2020-2021,True,416350.0
2020,2,Feb,Thursday,Normal Weekday,Metrobus,459650,2020-02-01,2020-2021,True,442350.0
2020,2,Feb,Tuesday,Normal Weekday,Metrobus,439550,2020-02-01,2020-2021,True,445450.0
2020,2,Feb,Wednesday,Normal Weekday,Metrobus,444250,2020-02-01,2020-2021,True,447816.6666666667
2020,3,Mar,Friday,Normal Weekday,Metrobus,375350,2020-03-01,2020-2021,True,419716.6666666667
2020,3,Mar,Monday,Normal Weekday,Metrobus,345450,2020-03-01,2020-2021,True,388350.0
2020,3,Mar,Thursday,Normal Weekday,Metrobus,389700,2020-03-01,2020-2021,True,370166.6666666667
2020,3,Mar,Tuesday,Normal Weekday,Metrobus,431700,2020-03-01,2020-2021,True,388950.0
2020,3,Mar,Wednesday,Normal Weekday,Metrobus,418550,2020-03-01,2020-2021,True,413316.6666666667
2020,4,Apr,Friday,Normal Weekday,Metrobus,63050,2020-04-01,2020-2021,True,304433.3333333333
2020,4,Apr,Monday,Normal Weekday,Metrobus,60250,2020-04-01,2020-2021,True,180616.66666666666
2020,4,Apr,Thursday,Normal Weekday,Metrobus,62600,2020-04-01,2020-2021,True,61966.666666666664
2020,4,Apr,Tuesday,Normal Weekday,Metrobus,63450,2020-04-01,2020-2021,True,62100.0
2020,4,Apr,Wednesday,Normal Weekday,Metrobus,59200,2020-04-01,2020-2021,True,61750.0
2020,5,May,Friday,Normal Weekday,Metrobus,96050,2020-05-01,2020-2021,True,72900.0
2020,5,May,Monday,Normal Weekday,Metrobus,89550,2020-05-01,2020-2021,True,81600.0
2020,5,May,Thursday,Normal Weekday,Metrobus,98350,2020-05-01,2020-2021,True,94650.0
2020,5,May,Tuesday,Normal Weekday,Metrobus,96300,2020-05-01,2020-2021,True,94733.33333333333
2020,5,May,Wednesday,Normal Weekday,Metrobus,96550,2020-05-01,2020-2021,True,97066.66666666667
2020,6,Jun,Friday,Normal Weekday,Metrobus,198250,2020-06-01,2020-2021,True,130366.66666666667
2020,6,Jun,Monday,Normal Weekday,Metrobus,172650,2020-06-01,2020-2021,True,155816.66666666666
2020,6,Jun,Thursday,Normal Weekday,Metrobus,200250,2020-06-01,2020-2021,True,190383.33333333334
2020,6,Jun,Tuesday,Normal Weekday,Metrobus,190850,2020-06-01,2020-2021,True,187916.66666666666
2020,6,Jun,Wednesday,Normal Weekday,Metrobus,195450,2020-06-01,2020-2021,True,195516.66666666666
2020,7,Jul,Friday,Normal Weekday,Metrobus,110800,2020-07-01,2020-2021,True,165700.0
2020,7,Jul,Monday,Normal Weekday,Metrobus,108700,2020-07-01,2020-2021,True,138316.66666666666
2020,7,Jul,Thursday,Normal Weekday,Metrobus,113100,2020-07-01,2020-2021,True,110866.66666666667
2020,7,Jul,Tuesday,Normal Weekday,Metrobus,112350,2020-07-01,2020-2021,True,111383.33333333333
2020,7,Jul,Wednesday,Normal Weekday,Metrobus,114600,2020-07-01,2020-2021,True,113350.0
2020,8,Aug,Friday,Normal Weekday,Metrobus,67500,2020-08-01,2020-2021,True,98150.0
2020,8,Aug,Monday,Normal Weekday,Metrobus,71600,2020-08-01,2020-2021,True,84566.66666666667
2020,8,Aug,Thursday,Normal Weekday,Metrobus,68100,2020-08-01,2020-2021,True,69066.66666666667
2020,8,Aug,Tuesday,Normal Weekday,Metrobus,69200,2020-08-01,2020-2021,True,69633.33333333333
2020,8,Aug,Wednesday,Normal Weekday,Metrobus,70200,2020-08-01,2020-2021,True,69166.66666666667
2020,9,Sep,Friday,Normal Weekday,Metrobus,81550,2020-09-01,2020-2021,True,73650.0
2020,9,Sep,Monday,Normal Weekday,Metrobus,76800,2020-09-01,2020-2021,True,76183.33333333333
2020,9,Sep,Thursday,Normal Weekday,Metrobus,79900,2020-09-01,2020-2021,True,79416.66666666667
2020,9,Sep,Tuesday,Normal Weekday,Metrobus,75600,2020-09-01,2020-2021,True,77433.33333333333
2020,9,Sep,Wednesday,Normal Weekday,Metrobus,79200,2020-09-01,2020-2021,True,78233.33333333333
2020,10,Oct,Friday,Normal Weekday,Metrobus,160950,2020-10-01,2020-2021,True,105250.0
2020,10,Oct,Monday,Normal Weekday,Metrobus,143050,2020-10-01,2020-2021,True,127733.33333333333
2020,10,Oct,Thursday,Normal Weekday,Metrobus,161300,2020-10-01,2020-2021,True,155100.0
2020,10,Oct,Tuesday,Normal Weekday,Metrobus,149000,2020-10-01,2020-2021,True,151116.66666666666
2020,10,Oct,Wednesday,Normal Weekday,Metrobus,163150,2020-10-01,2020-2021,True,157816.66666666666
2020,11,Nov,Friday,Normal Weekday,Metrobus,250550,2020-11-01,2020-2021,True,187566.66666666666
2020,11,Nov,Monday,Normal Weekday,Metrobus,222050,2020-11-01,2020-2021,True,211916.66666666666
2020,11,Nov,Thursday,Normal Weekday,Metrobus,244000,2020-11-01,2020-2021,True,238866.66666666666
2020,11,Nov,Tuesday,Normal Weekday,Metrobus,243050,2020-11-01,2020-2021,True,236366.66666666666
2020,11,Nov,Wednesday,Normal Weekday,Metrobus,234100,2020-11-01,2020-2021,True,240383.33333333334
2020,12,Dec,Friday,Normal Weekday,Metrobus,263850,2020-12-01,2020-2021,True,247000.0
2020,12,Dec,Monday,Normal Weekday,Metrobus,228450,2020-12-01,2020-2021,True,242133.33333333334
2020,12,Dec,Thursday,Normal Weekday,Metrobus,256650,2020-12-01,2020-2021,True,249650.0
2020,12,Dec,Tuesday,Normal Weekday,Metrobus,238950,2020-12-01,2020-2021,True,241350.0
2020,12,Dec,Wednesday,Normal Weekday,Metrobus,262050,2020-12-01,2020-2021,True,252550.0
2021,1,Jan,Friday,Normal Weekday,Metrobus,194300,2021-01-01,2020-2021,True,231766.66666666666
2021,1,Jan,Thursday,Normal Weekday,Metrobus,239800,2021-01-01,2020-2021,True,232050.0
2021,2,Feb,Friday,Normal Weekday,Metrobus,259950,2021-02-01,2020-2021,True,231350.0
2021,2,Feb,Monday,Normal Weekday,Metrobus,219250,2021-02-01,2020-2021,True,239666.66666666666
2021,2,Feb,Thursday,Normal Weekday,Metrobus,272000,2021-02-01,2020-2021,True,250400.0
2021,2,Feb,Tuesday,Normal Weekday,Metrobus,227550,2021-02-01,2020-2021,True,239600.0
2021,2,Feb,Wednesday,Normal Weekday,Metrobus,235450,2021-02-01,2020-2021,True,245000.0
2021,3,Mar,Friday,Normal Weekday,Metrobus,299900,2021-03-01,2020-2021,True,254300.0
2021,3,Mar,Monday,Normal Weekday,Metrobus,285950,2021-03-01,2020-2021,True,273766.6666666667
2021,3,Mar,Thursday,Normal Weekday,Metrobus,308800,2021-03-01,2020-2021,True,298216.6666666667
2021,3,Mar,Tuesday,Normal Weekday,Metrobus,298300,2021-03-01,2020-2021,True,297683.3333333333
2021,3,Mar,Wednesday,Normal Weekday,Metrobus,309000,2021-03-01,2020-2021,True,305366.6666666667
2021,4,Apr,Friday,Normal Weekday,Metrobus,302400,2021-04-01,2020-2021,True,303233.3333333333
2021,4,Apr,Monday,Normal Weekday,Metrobus,282900,2021-04-01,2020-2021,True,298100.0
2021,4,Apr,Thursday,Normal Weekday,Metrobus,313150,2021-04-01,2020-2021,True,299483.3333333333
2021,4,Apr,Tuesday,Normal Weekday,Metrobus,297800,2021-04-01,2020-2021,True,297950.0
2021,4,Apr,Wednesday,Normal Weekday,Metrobus,317000,2021-04-01,2020-2021,True,309316.6666666667
2021,5,May,Friday,Normal Weekday,Metrobus,252600,2021-05-01,2020-2021,True,289133.3333333333
2021,5,May,Monday,Normal Weekday,Metrobus,248750,2021-05-01,2020-2021,True,272783.3333333333
2021,5,May,Thursday,Normal Weekday,Metrobus,296700,2021-05-01,2020-2021,True,266016.6666666667
2021,5,May,Tuesday,Normal Weekday,Metrobus,298000,2021-05-01,2020-2021,True,281150.0
2021,5,May,Wednesday,Normal Weekday,Metrobus,311050,2021-05-01,2020-2021,True,301916.6666666667
2021,6,Jun,Friday,Normal Weekday,Metrobus,184100,2021-06-01,2020-2021,True,264383.3333333333
2021,6,Jun,Monday,Normal Weekday,Metrobus,170650,2021-06-01,2020-2021,True,221933.33333333334
2021,6,Jun,Thursday,Normal Weekday,Metrobus,168550,2021-06-01,2020-2021,True,174433.33333333334
2021,6,Jun,Tuesday,Normal Weekday,Metrobus,163150,2021-06-01,2020-2021,True,167450.0
2021,6,Jun,Wednesday,Normal Weekday,Metrobus,159050,2021-06-01,2020-2021,True,163583.33333333334
2021,7,Jul,Friday,Normal Weekday,Metrobus,140500,2021-07-01,2020-2021,True,154233.33333333334
2021,7,Jul,Monday,Normal Weekday,Metrobus,145600,2021-07-01,2020-2021,True,148383.33333333334
2021,7,Jul,Thursday,Normal Weekday,Metrobus,199800,2021-07-01,2020-2021,True,161966.66666666666
2021,7,Jul,Tuesday,Normal Weekday,Metrobus,152750,2021-07-01,2020-2021,True,166050.0
2021,7,Jul,Wednesday,Normal Weekday,Metrobus,191350,2021-07-01,2020-2021,True,181300.0
2021,8,Aug,Friday,Normal Weekday,Metrobus,95550,2021-08-01,2020-2021,True,146550.0
2021,8,Aug,Monday,Normal Weekday,Metrobus,122150,2021-08-01,2020-2021,True,136350.0
2021,8,Aug,Thursday,Normal Weekday,Metrobus,138400,2021-08-01,2020-2021,True,118700.0
2021,8,Aug,Tuesday,Normal Weekday,Metrobus,123650,2021-08-01,2020-2021,True,128066.66666666667
2021,8,Aug,Wednesday,Normal Weekday,Metrobus,133750,2021-08-01,2020-2021,True,131933.33333333334
2021,9,Sep,Friday,Normal Weekday,Metrobus,92500,2021-09-01,2020-2021,True,116633.33333333333
2021,9,Sep,Monday,Normal Weekday,Metrobus,92900,2021-09-01,2020-2021,True,106383.33333333333
2021,9,Sep,Thursday,Normal Weekday,Metrobus,98050,2021-09-01,2020-2021,True,94483.33333333333
2021,9,Sep,Tuesday,Normal Weekday,Metrobus,94150,2021-09-01,2020-2021,True,95033.33333333333
2021,9,Sep,Wednesday,Normal Weekday,Metrobus,97000,2021-09-01,2020-2021,True,96400.0
2021,10,Oct,Friday,Normal Weekday,Metrobus,142200,2021-10-01,2020-2021,True,111116.66666666667
2021,10,Oct,Monday,Normal Weekday,Metrobus,117850,2021-10-01,2020-2021,True,119016.66666666667
2021,10,Oct,Thursday,Normal Weekday,Metrobus,131100,2021-10-01,2020-2021,True,130383.33333333333
2021,10,Oct,Tuesday,Normal Weekday,Metrobus,129450,2021-10-01,2020-2021,True,126133.33333333333
2021,10,Oct,Wednesday,Normal Weekday,Metrobus,135700,2021-10-01,2020-2021,True,132083.33333333334
2021,11,Nov,Friday,Normal Weekday,Metrobus,259250,2021-11-01,2020-2021,True,174800.0
2021,11,Nov,Monday,Normal Weekday,Metrobus,241750,2021-11-01,2020-2021,True,212233.33333333334
2021,11,Nov,Thursday,Normal Weekday,Metrobus,265550,2021-11-01,2020-2021,True,255516.66666666666
2021,11,Nov,Tuesday,Normal Weekday,Metrobus,265350,2021-11-01,2020-2021,True,257550.0
2021,11,Nov,Wednesday,Normal Weekday,Metrobus,247850,2021-11-01,2020-2021,True,259583.33333333334
2021,12,Dec,Friday,Normal Weekday,Metrobus,267250,2021-12-01,2020-2021,True,260150.0
2021,12,Dec,Monday,Normal Weekday,Metrobus,243150,2021-12-01,2020-2021,True,252750.0
2021,12,Dec,Thursday,Normal Weekday,Metrobus,266300,2021-12-01,2020-2021,True,258900.0
2021,12,Dec,Tuesday,Normal Weekday,Metrobus,252150,2021-12-01,2020-2021,True,253866.66666666666
2021,12,Dec,Wednesday,Normal Weekday,Metrobus,259550,2021-12-01,2020-2021,True,259333.33333333334
2022,1,Jan,Monday,Normal Weekday,Metrobus,200950,2022-01-01,Post-2021,True,237550.0
2022,2,Feb,Friday,Normal Weekday,Metrobus,264450,2022-02-01,Post-2021,True,241650.0
2022,2,Feb,Monday,Normal Weekday,Metrobus,262600,2022-02-01,Post-2021,True,242666.66666666666
2022,2,Feb,Thursday,Normal Weekday,Metrobus,264350,2022-02-01,Post-2021,True,263800.0
2022,2,Feb,Tuesday,Normal Weekday,Metrobus,253000,2022-02-01,Post-2021,True,259983.33333333334
2022,2,Feb,Wednesday,Normal Weekday,Metrobus,260050,2022-02-01,Post-2021,True,259133.33333333334
2022,3,Mar,Friday,Normal Weekday,Metrobus,323400,2022-03-01,Post-2021,True,278816.6666666667
2022,3,Mar,Monday,Normal Weekday,Metrobus,319350,2022-03-01,Post-2021,True,300933.3333333333
2022,3,Mar,Thursday,Normal Weekday,Metrobus,336850,2022-03-01,Post-2021,True,326533.3333333333
2022,3,Mar,Tuesday,Normal Weekday,Metrobus,328450,2022-03-01,Post-2021,True,328216.6666666667
2022,3,Mar,Wednesday,Normal Weekday,Metrobus,335900,2022-03-01,Post-2021,True,333733.3333333333
2022,4,Apr,Friday,Normal Weekday,Metrobus,319050,2022-04-01,Post-2021,True,327800.0
2022,4,Apr,Monday,Normal Weekday,Metrobus,307700,2022-04-01,Post-2021,True,320883.3333333333
2022,4,Apr,Thursday,Normal Weekday,Metrobus,341200,2022-04-01,Post-2021,True,322650.0
2022,4,Apr,Tuesday,Normal Weekday,Metrobus,327650,2022-04-01,Post-2021,True,325516.6666666667
2022,4,Apr,Wednesday,Normal Weekday,Metrobus,336150,2022-04-01,Post-2021,True,335000.0
2022,5,May,Friday,Normal Weekday,Metrobus,275450,2022-05-01,Post-2021,True,313083.3333333333
2022,5,May,Monday,Normal Weekday,Metrobus,286200,2022-05-01,Post-2021,True,299266.6666666667
2022,5,May,Thursday,Normal Weekday,Metrobus,313650,2022-05-01,Post-2021,True,291766.6666666667
2022,5,May,Tuesday,Normal Weekday,Metrobus,309700,2022-05-01,Post-2021,True,303183.3333333333
2022,5,May,Wednesday,Normal Weekday,Metrobus,316250,2022-05-01,Post-2021,True,313200.0
2022,6,Jun,Friday,Normal Weekday,Metrobus,276700,2022-06-01,Post-2021,True,300883.3333333333
2022,6,Jun,Monday,Normal Weekday,Metrobus,271550,2022-06-01,Post-2021,True,288166.6666666667
2022,6,Jun,Thursday,Normal Weekday,Metrobus,293250,2022-06-01,Post-2021,True,280500.0
2022,6,Jun,Tuesday,Normal Weekday,Metrobus,280750,2022-06-01,Post-2021,True,281850.0
2022,6,Jun,Wednesday,Normal Weekday,Metrobus,276250,2022-06-01,Post-2021,True,283416.6666666667
2022,7,Jul,Friday,Normal Weekday,Metrobus,297500,2022-07-01,Post-2021,True,284833.3333333333
2022,7,Jul,Monday,Normal Weekday,Metrobus,279850,2022-07-01,Post-2021,True,284533.3333333333
2022,7,Jul,Thursday,Normal Weekday,Metrobus,308450,2022-07-01,Post-2021,True,295266.6666666667
2022,7,Jul,Tuesday,Normal Weekday,Metrobus,297600,2022-07-01,Post-2021,True,295300.0
2022,7,Jul,Wednesday,Normal Weekday,Metrobus,303200,2022-07-01,Post-2021,True,303083.3333333333
